species,accession,sequence_length,sequence_sha256
P. palmivora,KF723832.1,818,291a084b133457aa3fd6ace5d2f73dbee82a008ef0abf502c7831152d2307a07
P. palmivora,KF723833.1,818,72377808b0255db15b528be57ef8dbc1642ec39fbc889de163ced3943c5637e8
P. palmivora,KF723834.1,213,ae7dc129fcd3112d9d5a76e7281605a2b10162923433bc66d3115f81555c1ad9
P. palmivora,KF723835.1,818,72377808b0255db15b528be57ef8dbc1642ec39fbc889de163ced3943c5637e8
P. palmivora,KF723836.1,818,1a9c948e6c20d9ce6dbe8e4f0c7404e355bd21571853450b944e7e2f78c1ed23
P. palmivora,KF823978.1,786,28266f450d61789f4b7a96e6c55555c377b5a40fc604e2424a606f223744b0a2
P. palmivora,KF823979.2,782,cde583433c65e3726f8710ea06e05b0de1d4c71d333daf7638a0d89432f53756
P. palmivora,KF831193.1,818,72377808b0255db15b528be57ef8dbc1642ec39fbc889de163ced3943c5637e8
P. palmivora,KF831194.1,818,72377808b0255db15b528be57ef8dbc1642ec39fbc889de163ced3943c5637e8
P. palmivora,KF831195.1,818,72377808b0255db15b528be57ef8dbc1642ec39fbc889de163ced3943c5637e8
P. palmivora,KF831196.1,213,1ef538cdded2ce271b10c2a6252d8644b23134e59fdac92e739c3f5188059151
P. palmivora,KF831197.1,213,ae7dc129fcd3112d9d5a76e7281605a2b10162923433bc66d3115f81555c1ad9
P. palmivora,KJ144771.1,656,82151e8df06ebd5c03c14f75844e2cc974015c134f1074e40c10062541e8148e
P. palmivora,KJ144772.1,796,69b117964ab842671d2effeafb99029543ba810917f67dd0a6d4e7c5839f75c5
P. palmivora,KJ144773.1,802,cf305405673f67ec92ea78f26ab95de880abe01a7bc90be515561defcc37b124
P. palmivora,KJ144774.1,799,e45a4706b9209379d9f38902c0277e6cd83e33c89cfabf79f82993226a7074f0
P. palmivora,KJ144775.1,840,cd32121ee6c73bdbd7323bf82ef5af40f09285419e2cd6156987845d3a579c63
P. palmivora,KJ144776.1,832,be87e921f26e9d72a885fda7c81ddefb8f83a24dc2ecac528a13091d92e47362
P. palmivora,KJ144777.1,804,5a2b9aebcd2b268ede974f85809ad88c2a848224573e595302fd356b1dd0eba9
P. palmivora,KJ144778.1,709,f37cd7c849299e2bd21672c43bda0bec9f816b0b6ca9672fe9aabd4be99ead85
P. palmivora,KJ144779.1,819,e1528b750d9cb65d83e9358541816085a26ff14acb964ef5cd56ad3c80484286
P. palmivora,KJ144780.1,829,8c41e302f22581c47d19eee8800ac35bc8a1fd584e0658586e23a693baf7a6e6
P. palmivora,KJ144781.1,838,182d4fcf36959b3e056de1af016dbfdb9759ec893db8c0324dacfb23bfa0e4af
P. palmivora,KJ144782.1,799,00054a18131a4b94bb448b6de7107801e686941076592dcf554b92944e814a21
P. palmivora,KJ144783.1,804,952ddaddb602b6231a70b2fe936bbaa83157de4d0421e44d4986fdb629f041a0
P. palmivora,KJ144784.1,797,9ddb8af0893d763c897e2950f273a867602d85f6237a865dc1f8ad4b08227033
P. palmivora,KJ144785.1,808,34c82de1fcba87611cb1e4a604b6362308d37f9ad812cb6e7119d5ec37533818
P. palmivora,KJ144786.1,824,e5606a59b72fbf33689e8f67d87dc5ea4d991d9ef3102c2f3987cd5d3f833f1f
P. palmivora,KJ144787.1,804,5a2b9aebcd2b268ede974f85809ad88c2a848224573e595302fd356b1dd0eba9
P. palmivora,KJ144788.1,832,a196cf97207d0248c2c22fd1808224b05f26e3fa10706f24222475d7b80c6853
P. palmivora,KJ144789.1,781,855222200897feb53a6d0d4666fe17eb76bf194ba0f908b89409507014d8ef24
P. palmivora,KJ144790.1,788,83ee22c17430f45c7abb297f9ef0b4aa51e96704f67612271c019aba744f9576
P. palmivora,KJ144791.1,763,8337ecbbe674cd6736ecd2bcf85c49080a27d9c61c279bb0c4a0e5bc57e6af3b
P. palmivora,KJ144792.1,747,8397bb4679b8e8148e1ed247368888a453203e704f788b900189e0c724831ac3
P. palmivora,KJ144793.1,807,a85ed82b1ef2e50090d26592567bd5d82a5b7c87c57754b749dc85484a55985b
P. palmivora,KJ144794.1,839,754a5f125f4806aa63d7609ffdbf26b76398c71821dd2ccab790ef247d070f6a
P. palmivora,KJ144795.1,817,d0613614806002e0967362ecfc8b1ceeef58f3c6812bd479be79fc8f0ef68ca8
P. palmivora,KJ144796.1,785,d3a08dffdfb5fffbe8efc2203ff7130a62c9e829f0ca9aa51c7e5924785110ef
P. palmivora,KJ144797.1,789,e0b1aad8bfbc5f440c0cb35079ddf5411516550abf2da1d1969eba4fa7ddbcd1
P. palmivora,KJ144798.1,783,843d1722892569455cea0e0a5ca46b1c5a7ae00e79bd2a81f95176a625d7d0f5
P. palmivora,KJ144799.1,753,626720f4be3887fc154897ff67b57f141a2c6256cbabd1fc257c693189e23e40
P. palmivora,KJ144800.1,804,c8850ee9e416b1783ae094d7aa5076c1587870e450ad324e78399846b06ee746
P. palmivora,KJ144801.1,776,22b05d28985c40b56d324e22f984c3d85dfd1098acd29cde87741bb28c0f25f7
P. palmivora,KJ144802.1,802,50d13ddd5f4432cc18b506e5cd623e7a8ed3283a4aacc1c92650a6e5e7300cfc
P. palmivora,KJ144803.1,805,46ff25b873693558b121d73f5e1d3a3f4a9d558bd953ce8ba7fc829fdbe9bc0a
P. palmivora,KJ144804.1,751,7ccfdfb5825ff59f8d224f12f36bc09f55c7b149fbb080d2380fc23bc67c5b3f
P. palmivora,KJ144805.1,784,0794376b4489debd9b88f0764c8eaecb097cf40ede6f5481533882117759a8c3
P. palmivora,KJ144806.1,771,12f2f9266d157f51ef483a0282179b3eb8969edf07c6e03fc1e5e0f149e12850
P. palmivora,KJ144807.1,795,24d7148bb127c58142ea8305d38e6f9c63a65984055ba9ca03cfcf7deed670cd
P. palmivora,KJ144808.1,763,c6446a0ac7bc04cda82c5904951ccc33175abb19b01ede79fcfbce5a5762c776
P. palmivora,KJ144809.1,750,cf0791d8ad1b141eaccf93278c4cf1debaf503e99a43648ba12433e9ecfb9889
P. palmivora,KJ144810.1,745,7320ec297a602e6594d829b12002a9e148f1ef1ea7045b73fe6e64c71dccf2df
P. palmivora,KJ144811.1,792,772970aacb8c2554df0fbc4f35ef8ef458334f37145ae1edc0951c12d2d04006
P. palmivora,KJ144812.1,817,6869da9a2d7306a57e79d910779285f3a471f16c634dc61a0568cacc69166d06
P. palmivora,KJ144813.1,756,3082d29539f05eff23d088522d974a3f1aa3fdbe2c77b805a37183c020e51d2e
P. palmivora,KJ144814.1,756,3082d29539f05eff23d088522d974a3f1aa3fdbe2c77b805a37183c020e51d2e
P. palmivora,KJ755111.1,865,aa00d8506734871aa4cc46818ff432440ca9b8da9ef0c5a884a7d8f3338091a4
P. palmivora,KJ801810.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KM206279.1,786,96e713c3563b98246c20f71121c73b2d7fd7d29212d644109e983fbc81d09ffd
P. palmivora,KM378659.1,254,603a7ce38ed3d7233b205fb3e50151b77e5efe21d9d62e4d9ae5923da77233d9
P. palmivora,KM378660.1,401,4a2b9c9e59531c218bf343f2bb27384e677936199af62c6e568e28c49a3f8b68
P. palmivora,KM378661.1,232,934bdf15b3d30989d62e50288676bccf72f7972cd2503ee17566bcf4f16f0544
P. palmivora,KM378662.1,269,c2a6e93ef13139109b3dec22c1b72e48ad099022a126d5f138d3d77471673963
P. palmivora,KM408100.1,200,ef7dc83e0b9a6e7a89f5b24022a85e6bd767b7fdf511a730d6547a03891d80c4
P. palmivora,KM408101.1,200,4ccc3146bd11d98d4aaafa808d9c67c89c242eb5dec441e100e10a6734e6420a
P. palmivora,KM408102.1,200,dce5985a6a842c83ab1dff4d4821dbeb3eae76e9294edcd9b72a8422228ff34b
P. palmivora,KM408103.1,200,bcb70ab63e9fc066c12a7a4336f28c4924eef2e5fed48458549fa640aded9eb8
P. palmivora,KM408104.1,400,4f34b759919bdbbc1618a796ec2e9b446683099f613a5ba438ed4c035c469171
P. palmivora,KM408105.1,250,fc51e013c0976475309f664629cf291dd205ca2f244ccc642aeaa196becf7180
P. palmivora,KM408106.1,200,bfb47c41a459f026a68d740267c7a9ad9b27aaf8cebeebfd2f9f72590b9c5b61
P. palmivora,KM408107.1,300,8cf3678d95c58aa6a69bfcd94128b157ef175c77fcab7390a5467aea08df3001
P. palmivora,KM408108.1,200,4ccc3146bd11d98d4aaafa808d9c67c89c242eb5dec441e100e10a6734e6420a
P. palmivora,KM408109.1,250,c9ff6d04c7963f79986ce7e6f81ad555e34a8b9b64803374235001f8692e61bd
P. palmivora,KP183963.1,905,4cc8f9633aec70d35977f184c6205e6df46bf1383cabb75066ce6ed1f6f0788a
P. palmivora,KP796405.1,749,c0ab5dada544dfd16fb2b43985e8b1e17dc4444c54bb7d387c2a8e681ec6d96e
P. palmivora,KP796406.1,763,62242e054cfa75f67209dc1f1a43cfdeb6a12ce49d5610fbca4c2bfeeb45050e
P. palmivora,KP796407.1,758,c9987d19a74ed2d5b9a9aeb876c01d719e94d31ac998a9536d1c14574ebc484c
P. palmivora,KP796408.1,758,c9987d19a74ed2d5b9a9aeb876c01d719e94d31ac998a9536d1c14574ebc484c
P. palmivora,KP796409.1,759,e44f710685fd702b599787b2d33e1a01788468295892c7cc918e13b5a1b15590
P. palmivora,KP796410.1,751,54e65aa6dbe18c8e8425cdda3defa0343403363a0a1357a658684afbdb4fd2ff
P. palmivora,KP796411.1,766,e6c4c29e6023e47c907d86e06b9188afe985a308e0954f3d6f9fd5320035052e
P. palmivora,KP796412.1,756,4eecd11de5d93bf2acf38ee96f631ab2d8a259117328de69f7bd01987fdb09bc
P. palmivora,KP796413.1,771,07f1ef5ed74329d30f2cec9820a4a0adef65264db72866291b06e361594dfba9
P. palmivora,KP796414.1,758,bfd85450453469b37b2e1448eab669a7d3ac46bfafb53d657b998f589a555c90
P. palmivora,KP796415.1,758,bfd85450453469b37b2e1448eab669a7d3ac46bfafb53d657b998f589a555c90
P. palmivora,KP796416.1,758,bfd85450453469b37b2e1448eab669a7d3ac46bfafb53d657b998f589a555c90
P. palmivora,KP796417.1,765,b1b54266a7d11d8eb5a66dc5206730f9004986be9decba68e9ee3ae0c3eb212f
P. palmivora,KP796418.1,750,3805fc120cd67d0cfe650e959644058422d9efae5b1da1b473dcb0f08a5ffec5
P. palmivora,KP985656.1,723,f550b856d84bd1021ddbb5b89ab91d3b1491c1faa289228fd0ef0c90db90b366
P. palmivora,KP985657.1,723,f550b856d84bd1021ddbb5b89ab91d3b1491c1faa289228fd0ef0c90db90b366
P. palmivora,KP985658.1,723,f550b856d84bd1021ddbb5b89ab91d3b1491c1faa289228fd0ef0c90db90b366
P. palmivora,KP985659.1,723,f550b856d84bd1021ddbb5b89ab91d3b1491c1faa289228fd0ef0c90db90b366
P. palmivora,KR706030.1,779,d84d4d60b0dad0c8c407b1c032e58fa9525f5433edebddd925aebdd90faab61d
P. palmivora,KR818094.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818095.1,775,ef0d162a2c883ceebbc1283d9daf8206c6dbd478365269540b9660a5792a0d31
P. palmivora,KR818096.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818097.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818098.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818102.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818103.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818104.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818105.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818106.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818107.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818108.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818109.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818110.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818111.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818112.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818113.1,774,6e490eb5c08d4eaba18bb08790682a754ef4c5aa43d2e823db9b7bdb9d433cca
P. palmivora,KR818114.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818115.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818116.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818118.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818121.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818123.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818124.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818130.1,787,a9eee47fff9479aaeb9c24abe1d93d2c27c2cc81d7aa1d9ac7043cb59560cc2a
P. palmivora,KR818131.1,787,a9eee47fff9479aaeb9c24abe1d93d2c27c2cc81d7aa1d9ac7043cb59560cc2a
P. palmivora,KR818132.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818133.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818134.1,786,269fb8712233f25ddbdb0009d0762c277c3d32dd93698f496366036d167455a8
P. palmivora,KR818135.1,781,becd705ecc2307394671af04466ac6a87d856d3695d617cd0bf977b460eca7ce
P. palmivora,KR818143.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818146.1,786,3d81c51bc4958d574661efbb79bd18caf894d9f628ca77fb048ffdad25f296aa
P. palmivora,KR818148.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818151.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818152.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818153.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818154.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818156.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818157.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818158.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818159.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818160.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818161.1,786,bb734fee4f9d468b9d5a610c159739c0dd912de3169469591e6cd2eb937ded89
P. palmivora,KR818162.1,786,bb734fee4f9d468b9d5a610c159739c0dd912de3169469591e6cd2eb937ded89
P. palmivora,KR818166.1,785,78ff0a7d73b252d247fb889c00506f821c7539b6878791550266e02bd6c50e4c
P. palmivora,KR818167.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818168.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818169.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818170.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818171.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818172.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818173.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818174.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818175.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818176.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818177.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818178.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818179.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818180.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818181.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818182.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818186.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818194.1,786,98787713143b7b319c49ebb544d2f8c5d80d36a956156f0172e888b6c6467e99
P. palmivora,KR818195.1,792,dea36dd2c8a7050f9c200af943d2e0f874ab6b3051ed1f827cc718d469005288
P. palmivora,KR818196.1,804,a2ef1d14e2374b42f802839509e79f3e97801e0ea5258a4938509ec563e566db
P. palmivora,KR818197.1,784,339177b22054b76e8b9f8e30093865ade97bfb8bc5d4675ac866947d2dbf9974
P. palmivora,KR818198.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818199.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818200.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818202.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818204.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818205.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR818207.1,785,d900efb7776d42efb5b9939b72f67d3829c765cd25f41e6a0a6e3c008a19dda5
P. palmivora,KR818208.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KR920754.2,838,ec0df96851e967711dfcf7c1fd375f0095f52bbffbcae6411d5ab593b0a9c47b
P. palmivora,KR920755.2,608,ddf98d49d550d5243808003be099732decfe1ad4012bc60a801886804a791a7a
P. palmivora,KR920756.2,621,631672e7a245eb4688dac735328f4a67e1da6a7c32c272a1c317cee8a64b56d8
P. palmivora,KR920757.2,824,6c142e2f7255c1ddebc443610be1b6c2d4102b2f7547b21ba951a16fcb4dacb2
P. palmivora,KR920758.2,831,1e3f241bd0c0e5825d59fa76ee5c74f29458333551d2ff50ce4bf67aaa2e7260
P. palmivora,KR920759.3,823,1d7161eb38fdb8d03e25368be1b5a4356706b8edb1e2a3a80ad3daa5d7893ff4
P. palmivora,KR920760.3,817,9545b4adfc256f21571ef95fda25f3503cd7a2b03bc831b8009a43cc6fb005bc
P. palmivora,KR920761.3,806,e4a604c4d7adc54209ce33f9c31ab5df259967d56249513d2842a24c4b4c1cbd
P. palmivora,KR920762.3,608,0c14554848b2a581ccf9040717bf0c63517a8becef20205a7659622be4accc61
P. palmivora,KR920763.3,608,b8261d79f9cd9df753d051bcd66b50950ab23e192876a71a3e3f016da2d6d9bf
P. palmivora,KR920764.3,736,0a4bf68b09856bd1a6be034b6e2a5215f47522c4d11fa8b375c26b74d1e6ab40
P. palmivora,KT004426.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KT148920.1,832,3bdbe7cfe6c1bfa7d3fb9e23f015fba7da615ab2a6c92d039d24ef32139f04dc
P. palmivora,KT148921.1,832,470ac0e62ea41559efd6ec690836c33b166119dcd6587deacc90d293bbc787bd
P. palmivora,KT148922.1,805,c7cc7cebe1a30c0eb3359a394d95945e3ad6ef82587bc9b465ac55f5db043336
P. palmivora,KT148923.1,831,dc2b07fa1e4d11836526771ebda9247c2aec0bbe2b7734498f35d86f3762c75e
P. palmivora,KT148924.1,833,154c5796cdf229039a4d26918e7d32eb4e5fd54944def50ba59813c55ab60407
P. palmivora,KT148925.1,832,b8a60fac2976410d937238d6919fadfd93d82cb72d8d0e98c3c1ab3e5c7501fe
P. palmivora,KT148926.1,831,b9db334ed3b8111e1ce87120e010dd5e7d375c7e2d0526f295dbd5eed86308a2
P. palmivora,KT148927.1,832,99365280a450e46101965cf5a7e745679e137507342fd2461e15bdf0b79486d8
P. palmivora,KT148928.1,833,2cf4c7cd820d726a2d7737cce36e158f9db86d4199529ec5bcf39a62b0a164a8
P. palmivora,KT148929.1,832,7c9b530a759223d1b4391dd7e6aa1f375ba1dc8bb20cce78787b9fec25ac95e4
P. palmivora,KT148930.1,832,d4c12b8c92359310fa3fe0da0ea1e29492aabe0a550aecc19ff7397c7619d370
P. palmivora,KT148931.1,832,fd74b76346b450409384b95696df708a71f4bb8aa8792527cc2cb6857400edd1
P. palmivora,KT148932.1,419,a9056f2d64b9f672e88765c17a880ef64b98ff66a9662b7247d781ec047fa586
P. palmivora,KT175509.1,915,9d7f72ca38fc367643dbdce03f00a08e7e5b7382feb844626fcc8223a7077e65
P. palmivora,KU170143.1,819,aaf21e330438864abd33ba94fccd3f3145bffa2b9b94261c45e078c09e6b8d12
P. palmivora,KU170144.1,819,aaf21e330438864abd33ba94fccd3f3145bffa2b9b94261c45e078c09e6b8d12
P. palmivora,KU170145.1,819,aaf21e330438864abd33ba94fccd3f3145bffa2b9b94261c45e078c09e6b8d12
P. palmivora,KU172527.1,775,e0b3e885ddcef5bd24716cd6d3f981fd8c79ca52953a3cc30c67ad5df5659c0d
P. palmivora,KU172528.1,337,a84d01f1613e2012f538a6cb5dabd4858ff4044756f04e44abcf3d6e7d76f6bd
P. palmivora,KU172529.1,775,e0b3e885ddcef5bd24716cd6d3f981fd8c79ca52953a3cc30c67ad5df5659c0d
P. palmivora,KU172530.1,793,0d32e768cb34f6ce0e7730f51f8b7552f159820691097eb7afcbb76163eb46ff
P. palmivora,KU172531.1,775,e0b3e885ddcef5bd24716cd6d3f981fd8c79ca52953a3cc30c67ad5df5659c0d
P. palmivora,KU172532.1,775,e0b3e885ddcef5bd24716cd6d3f981fd8c79ca52953a3cc30c67ad5df5659c0d
P. palmivora,KU308387.1,853,8c86669558e218fe3ac3e9bdbf31a57fccab743cf3b1c3ff11d2579982595700
P. palmivora,KU308388.1,871,19ac1394090032be2bbaf52e7d0b6c5143303ab0f1b9de8a54446b856582d18c
P. palmivora,KU308389.1,395,6574deb7431a5e318aaa64cce6257b5556edcff42603a1837b48da2755d1152a
P. palmivora,KU308390.1,858,97d8d15a74f6e7013cb3ef14f6725844ce44dc1fb2dcf9827969743cc8eb43b2
P. palmivora,KU308391.1,862,06c7041caf86f3566c0391260f307f849194aae5d4ccae2ffe0da8c5cdd0ef69
P. palmivora,KU308392.1,869,1dbad69c7b0be83103d927b274fe9bbdaec708c2074fbbb9bf63449cbc83f729
P. palmivora,KU645763.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,KU682577.1,810,6ddaf3ed2585357fa14715e8a09bae26391515d8092722d15d78ffacf2045af1
P. palmivora,KU863552.1,647,abd5f23ff4d5438bc1cbf3c8528d8ddf8957e75e5b8a01da0f84fa264b65a02a
P. palmivora,KU877819.1,786,8b524b37efa317a390ff5d86d4dbf9fa62bb3f71af73df0dd0fe1968e5138db6
P. palmivora,KX251053.1,1262,0cd6ab1f575579e938518b68917a3697d0f2b9bbd535e19d7af580d51fed745b
P. palmivora,KX251060.1,1262,7fecc4af4d860f5c777f46577c89e7cd200c98d3ddf8e3c425853f6622682efb
P. palmivora,KX881552.1,362,8fd32fd11c2cef60f058847b399194badb8889239f23ed1907fbdbdd6f6a9cc0
P. palmivora,KX881553.1,362,b2eb563d5ae2cb0a1922788aa1098c35799990442230cf11598f94d5f57a524a
P. palmivora,KX881554.1,362,4876a0d90fe2b018d25d6231b1536a4d5ad564efcc9b3c1597e0b28cd0a0efce
P. palmivora,KX881559.1,362,1b28012599b912bbb42d9470c1c52ed94fc8c5c2ad1896c707315a69a2b0a990
P. palmivora,KX881570.1,362,fbc329a4b57042c7953d5c11150451455a505d6bc6747663e976051c3887fff7
P. palmivora,KX881571.1,362,3c5c1c9c619c34a0a3e8841dcd844be27a7d97c91a01ef0e64c8e77f0075cd1e
P. palmivora,KX881573.1,362,3c5c1c9c619c34a0a3e8841dcd844be27a7d97c91a01ef0e64c8e77f0075cd1e
P. palmivora,KX881574.1,362,24dbb30150bdd3646a6a7352212e437fb25da5bee29ae3912651e08ed44eea9f
P. palmivora,KX881575.1,362,a93bebc2097bd9e19a9ba470d11147609c21591ad01adc9ba88bcb848d97a00f
P. palmivora,KX881576.1,362,3c5c1c9c619c34a0a3e8841dcd844be27a7d97c91a01ef0e64c8e77f0075cd1e
P. palmivora,KY197718.1,875,3df01b0796def02a0b5752a426ffbb752583f0dd5a4cd3067ed3602eaed8c7b6
P. palmivora,KY197719.1,876,699c43d365e6c8536e8d72eb02116db85067ca36d03b6362b1ab165c50d533d9
P. palmivora,KY197720.1,876,3e558bf41dfab18cd31d8695d17ca67f0c2241e5208a81bed11e4b4421620baa
P. palmivora,KY197721.1,876,7c3125adae1ca0c5a7fe8c3b59531437f51449aa31e7529539b53a6b78db6521
P. palmivora,KY197722.1,876,7c3125adae1ca0c5a7fe8c3b59531437f51449aa31e7529539b53a6b78db6521
P. palmivora,KY197723.1,876,02a60900891fda20cf238c111b35b1427af8d76e5e6492a613a6738b2563ce8d
P. palmivora,KY242491.1,847,471a236c787d7f2df66bca072ebf2ba47e3468a5d28a510a4adc54d28cf7e82e
P. palmivora,KY357520.1,790,97e1971e83cfc08a3325581f72ff51f9de182921e3f415b4f8b8b9c0375edf3d
P. palmivora,KY357521.1,799,8ed1f0e9d663b72eaabcba93b8b87bd86a8bb26b69aee661dec4957bbb933b01
P. palmivora,KY447326.1,879,79955c49c43ad000147ff084d604845b253580751c0868eb867358ccd13a4a50
P. palmivora,KY475615.1,875,0739532d6c00717eb428b4d1c40cacc8713c5d2e397c88251316388e860b1446
P. palmivora,KY475616.1,875,0739532d6c00717eb428b4d1c40cacc8713c5d2e397c88251316388e860b1446
P. palmivora,KY475617.1,875,4f3ab650313a394c38f40066e39db0b83e2f5cde97efbaafe357e9fce3a5891c
